GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,at,csho,ni,opeps,revt,costat,mkvalt,prcc_f
030398,20101231,2010,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,76.5450,46.1420,-35.3760,-0.4200,82.8440,A,154.5757,3.3500
030398,20111231,2011,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,73.0470,46.9260,-23.3680,-0.2600,82.8710,A,121.0691,2.5800
030398,20121231,2012,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,59.7050,47.6110,-14.9840,-0.3100,75.4110,A,110.9336,2.3300
030398,20131231,2013,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,53.2180,48.0320,-10.9330,-0.2500,58.6370,A,64.8432,1.3500
030398,20141231,2014,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,42.3230,40.9240,-7.2120,-0.2700,46.2740,A,54.8382,1.3400
030398,20151231,2015,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,30.4260,41.6670,-1.9290,-0.0800,48.5710,A,78.3340,1.8800
030398,20161231,2016,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,17.2810,43.9550,-10.9990,-0.3000,30.2630,A,19.7754,0.4499
030398,20171231,2017,INDL,C,D,STD,FALCONSTOR SOFTWARE INC,USD,13.2150,44.5630,1.0520,0.0200,25.1600,A,6.7959,0.1525
030399,20101231,2010,INDL,C,D,STD,AIRTRAN HOLDINGS INC,USD,2179.3480,135.6430,38.5430,0.3800,2619.1720,I,1002.4018,7.3900
030416,20101231,2010,INDL,C,D,STD,HMN FINANCIAL INC,USD,880.6180,4.3110,-28.9780,-8.4900,55.5410,A,12.1139,2.8100
030416,20111231,2011,INDL,C,D,STD,HMN FINANCIAL INC,USD,790.1550,4.3880,-11.5550,-3.4700,46.4100,A,8.4952,1.9360
030416,20121231,2012,INDL,C,D,STD,HMN FINANCIAL INC,USD,653.3270,4.4240,5.3210,0.7900,39.2540,A,15.3570,3.4713
030416,20131231,2013,INDL,C,D,STD,HMN FINANCIAL INC,USD,648.6220,4.4250,26.6700,2.5500,30.2950,A,46.7723,10.5700
030416,20141231,2014,INDL,C,D,STD,HMN FINANCIAL INC,USD,577.4260,4.4700,7.3790,1.4000,27.8970,A,55.4280,12.4000
030416,20151231,2015,INDL,C,D,STD,HMN FINANCIAL INC,USD,643.1610,4.4830,2.9560,0.6400,28.8170,A,51.7787,11.5500
030416,20161231,2016,INDL,C,D,STD,HMN FINANCIAL INC,USD,682.0230,4.4890,6.3500,1.5200,35.5500,A,78.5575,17.5000
030416,20171231,2017,INDL,C,D,STD,HMN FINANCIAL INC,USD,722.6850,4.4980,4.4040,1.3100,35.3340,A,85.9118,19.1000
030428,20171231,2017,INDL,C,D,STD,ALTA MESA RESOURCES INC,USD,1041.9790,29.7370,1.8930,0.0700,0.0000,A,294.6937,9.9100
030435,20180131,2017,INDL,C,D,STD,J JILL INC,USD,597.5570,43.7530,55.3650,0.8400,698.1450,A,369.7129,8.4500
030461,20101231,2010,INDL,C,D,STD,TF FINANCIAL CORP,USD,691.7570,2.6880,3.3520,1.3100,36.8510,I,59.9155,22.2900
030461,20111231,2011,INDL,C,D,STD,TF FINANCIAL CORP,USD,681.9290,2.8320,3.9290,1.4500,34.9080,I,64.3430,22.7200
030461,20121231,2012,INDL,C,D,STD,TF FINANCIAL CORP,USD,711.8360,2.8380,5.3830,1.9100,33.0420,I,67.6295,23.8300
030461,20131231,2013,INDL,C,D,STD,TF FINANCIAL CORP,USD,835.6890,3.1490,6.5750,2.2900,32.9210,I,88.6758,28.1600
030463,20100831,2010,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1072.8880,21.8750,4.2770,-0.5700,762.8500,A,255.2813,11.6700
030463,20110831,2011,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1301.6550,25.1860,6.4660,0.5800,1243.2900,A,437.7327,17.3800
030463,20120831,2012,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1384.5440,27.1430,58.7080,2.2100,1807.7160,A,392.2164,14.4500
030463,20130831,2013,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1289.7410,28.0840,-11.0480,2.0000,1756.4180,A,633.8559,22.5700
030463,20140831,2014,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1517.1680,27.3640,111.9190,3.5200,2203.9620,A,1957.0733,71.5200
030463,20150831,2015,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1790.5120,28.9070,192.8320,6.9900,2605.2780,A,1205.4219,41.7000
030463,20160831,2016,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,1837.8900,28.2050,183.2130,6.2800,2679.5240,A,955.8675,33.8900
030463,20170831,2017,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,2397.7050,28.5030,116.0670,3.9700,2169.1640,A,1222.7787,42.9000
030463,20180831,2018,INDL,C,D,STD,GREENBRIER COMPANIES INC,USD,2465.4640,32.1910,151.7810,4.0300,2519.4640,A,1867.0780,58.0000
030477,20100930,2010,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,993.8250,29.4780,69.0570,2.3000,821.8290,A,1042.3421,35.3600
030477,20110930,2011,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,1097.4550,28.4500,72.3720,2.4400,898.8210,A,874.2685,30.7300
030477,20120930,2012,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,1128.0420,27.6220,55.8430,2.1600,900.3170,A,823.6880,29.8200
030477,20130930,2013,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,1214.9270,27.2500,54.8880,2.3200,985.3570,A,1037.6800,38.0800
030477,20140930,2014,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,2024.0480,32.8800,42.6250,2.4800,1106.5970,A,1443.1032,43.8900
030477,20150930,2015,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,2163.0180,32.8750,63.4490,2.4800,1426.0680,A,1609.8888,48.9700
030477,20160930,2016,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,2091.0410,32.1420,66.7490,2.8000,1480.4640,A,1952.9479,60.7600
030477,20170930,2017,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,2244.6490,32.1490,74.3680,3.1700,1515.6080,A,2001.2753,62.2500
030477,20180930,2018,INDL,C,D,STD,MATTHEWS INTL CORP  -CL A,USD,2375.4850,32.0750,107.3710,3.0100,1602.5800,A,1608.5613,50.1500
030490,20101231,2010,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,7378.5660,117.6430,-71.7280,-1.4600,1132.9530,A,3039.8951,25.8400
030490,20111231,2011,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6871.8620,120.9160,-57.0870,-1.1200,1071.9040,A,2770.1856,22.9100
030490,20121231,2012,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6401.3800,145.5640,132.4560,-0.9500,1038.7020,A,3938.9618,27.0600
030490,20131231,2013,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6079.4130,145.9170,207.2900,0.2900,991.0380,A,,25.9100
030490,20141231,2014,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6097.0280,146.4030,309.2490,2.0600,991.2410,A,5438.8715,37.1500
030490,20151231,2015,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6144.1940,156.3260,248.7100,1.5200,988.2590,A,6257.7298,40.0300
030490,20161231,2016,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6232.8180,156.8880,430.4100,2.6800,1003.6510,A,,45.4500
030490,20171231,2017,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6079.0400,157.1890,315.7740,1.9600,1013.7690,A,,43.7100
030490,20181231,2018,INDL,C,D,STD,APARTMENT INVST & MGMT CO,USD,6190.0040,149.1340,666.2270,4.2100,983.3240,A,6543.9999,43.8800
030495,20101231,2010,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,2359.4350,96.8820,-223.0410,-3.7100,945.5900,I,682.0493,7.0400
030495,20111231,2011,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,2403.2280,124.2810,-129.8540,-1.2600,944.1640,I,379.0571,3.0500
030495,20121231,2012,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,2202.4330,124.1170,-128.0070,-0.9700,912.4420,I,579.6264,4.6700
030495,20131231,2013,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,2144.2800,124.0510,-61.5040,-0.9400,898.1000,I,1012.2562,8.1600
030495,20141231,2014,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,2104.6580,124.6050,92.0990,0.0600,926.6450,I,,10.8200
030495,20151231,2015,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,1883.9770,141.8080,-8.8650,-0.1900,894.1110,I,,7.3000
030495,20161231,2016,INDL,C,D,STD,FELCOR LODGING TRUST INC,USD,1707.0920,137.9900,3.4980,-0.1300,868.5490,I,,8.0100
030535,20171231,2017,INDL,C,D,STD,MULESOFT INC,USD,492.5960,131.3380,-79.9800,-0.6200,296.4560,I,3054.9219,23.2600
030536,20101231,2010,INDL,C,D,STD,GEO GROUP INC,USD,2423.7760,64.4320,63.4680,1.5700,1269.9680,A,1588.8931,24.6600
030536,20111231,2011,INDL,C,D,STD,GEO GROUP INC,USD,3049.6160,61.1810,78.6250,1.2400,1612.8990,A,1024.7818,16.7500
030536,20121231,2012,INDL,C,D,STD,GEO GROUP INC,USD,2839.1940,71.4170,134.7500,1.3400,1479.0620,A,2013.9594,28.2000
030536,20131231,2013,INDL,C,D,STD,GEO GROUP INC,USD,2889.3640,72.0820,115.1350,1.6300,1522.0740,A,2322.4820,32.2200
030536,20141231,2014,INDL,C,D,STD,GEO GROUP INC,USD,3002.2080,74.1910,143.9300,2.0000,1691.6200,A,2994.3488,40.3600
030536,20151231,2015,INDL,C,D,STD,GEO GROUP INC,USD,3503.3420,74.6430,139.4380,1.9200,1843.3070,A,2157.9291,28.9100
030536,20161231,2016,INDL,C,D,STD,GEO GROUP INC,USD,3749.4090,75.0320,148.7150,2.2200,2179.4900,A,2695.8998,35.9300
030536,20171231,2017,INDL,C,D,STD,GEO GROUP INC,USD,4226.9080,124.0080,146.2410,1.4200,2263.4200,A,2926.5888,23.6000
030536,20181231,2018,INDL,C,D,STD,GEO GROUP INC,USD,4247.4630,120.5850,145.0890,1.2700,2331.3860,A,2375.5245,19.7000
030539,20101231,2010,INDL,C,D,STD,HOME PROPERTIES INC,USD,3634.7030,37.9490,20.0810,0.5600,516.5790,I,,55.4900
030539,20111231,2011,INDL,C,D,STD,HOME PROPERTIES INC,USD,4153.2060,48.3210,37.8560,0.9000,579.9730,I,2781.8400,57.5700
030539,20121231,2012,INDL,C,D,STD,HOME PROPERTIES INC,USD,4451.4920,51.5080,135.3020,1.3400,644.3480,I,,61.3100
030539,20131231,2013,INDL,C,D,STD,HOME PROPERTIES INC,USD,4467.8770,56.9620,160.8730,1.6900,663.6000,I,,53.6200
030539,20141231,2014,INDL,C,D,STD,HOME PROPERTIES INC,USD,4488.5350,57.7040,160.9380,1.6100,671.9150,I,3785.3824,65.6000
030540,20100831,2010,INDL,C,D,STD,RF MONOLITHICS INC,USD,14.2100,10.6900,0.3120,0.0400,33.6200,I,12.2935,1.1500
030540,20110831,2011,INDL,C,D,STD,RF MONOLITHICS INC,USD,14.4140,10.9390,0.2280,0.0200,32.4750,I,10.9390,1.0000
030547,20171231,2017,INDL,C,D,STD,SOLARIS OILFIELD IF INC,USD,287.0600,19.0110,7.3010,1.3600,67.3950,A,407.0255,21.4100
030547,20181231,2018,INDL,C,D,STD,SOLARIS OILFIELD IF INC,USD,425.1570,27.0000,42.4310,1.6600,197.1960,A,326.4300,12.0900
030551,20171231,2017,INDL,C,D,STD,MATLIN & PARTNERS ACQ,USD,327.1270,40.6250,0.7580,0.0200,0.0000,I,396.5000,9.7600
030558,20101231,2010,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,199.8760,11.7090,11.7070,1.0000,306.8970,A,166.6191,14.2300
030558,20111231,2011,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,211.8420,11.0000,23.0080,1.9800,412.6590,A,173.0300,15.7300
030558,20121231,2012,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,202.3510,11.1590,9.1220,0.8200,342.6630,A,170.1748,15.2500
030558,20131231,2013,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,226.6690,11.2660,9.2300,0.8200,404.1700,A,209.8856,18.6300
030558,20141231,2014,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,262.3550,11.3030,14.9040,1.3200,492.7760,A,234.9894,20.7900
030558,20151231,2015,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,270.8550,11.3410,15.9760,1.4100,540.9660,A,247.0070,21.7800
030558,20161231,2016,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,297.4380,11.3460,19.9220,1.7600,601.1190,A,300.1017,26.4500
030558,20171231,2017,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,317.2380,11.3780,23.0160,2.0900,615.1010,A,293.5524,25.8000
030558,20181231,2018,INDL,C,D,STD,MILLER INDUSTRIES INC/TN,USD,368.1840,11.3950,33.7460,2.9200,711.7060,A,307.6650,27.0000
030560,20170331,2016,INDL,C,D,STD,CANADA GOOSE HLDG,CAD,380.8690,106.3970,21.6400,0.3300,403.7770,A,2256.6804,21.2100
030560,20180331,2017,INDL,C,D,STD,CANADA GOOSE HLDG,CAD,548.4380,108.3920,96.0550,0.9000,591.1810,A,4672.7791,43.1100
030571,20171231,2017,INDL,C,D,STD,ARDAGH GROUP SA,USD,11178.0560,236.3000,64.9190,1.2500,9189.6170,A,4985.9300,21.1000
030576,20101231,2010,INDL,C,D,STD,ADTRAN INC,USD,691.9740,63.0100,113.9890,1.8200,605.6740,A,2281.5921,36.2100
030576,20111231,2011,INDL,C,D,STD,ADTRAN INC,USD,817.5140,63.7030,138.5770,2.1900,717.2290,A,1921.2825,30.1600
030576,20121231,2012,INDL,C,D,STD,ADTRAN INC,USD,886.3810,62.3100,47.2630,0.7700,620.6140,A,1217.5374,19.5400
030576,20131231,2013,INDL,C,D,STD,ADTRAN INC,USD,789.8980,56.9180,45.7940,0.7800,641.7440,A,1537.3552,27.0100
030576,20141231,2014,INDL,C,D,STD,ADTRAN INC,USD,738.6940,53.4310,44.6200,0.7800,630.0070,A,1164.7958,21.8000
030576,20151231,2015,INDL,C,D,STD,ADTRAN INC,USD,632.9040,49.5580,18.6460,0.4000,600.0640,A,853.3888,17.2200
030576,20161231,2016,INDL,C,D,STD,ADTRAN INC,USD,667.2350,48.4720,35.2290,0.6800,636.7810,A,1083.3492,22.3500
030576,20171231,2017,INDL,C,D,STD,ADTRAN INC,USD,669.0940,48.4850,23.8400,0.7500,666.9000,A,938.1848,19.3500
030576,20181231,2018,INDL,C,D,STD,ADTRAN INC,USD,628.0270,47.7510,-19.3420,-0.5300,529.2770,A,512.8457,10.7400
030612,20101231,2010,INDL,C,D,STD,AMEDISYS INC,USD,1299.8250,29.2330,112.5800,4.2800,1634.3190,A,979.3055,33.5000
030612,20111231,2011,INDL,C,D,STD,AMEDISYS INC,USD,858.2850,30.3290,-382.4640,2.3700,1470.3580,A,330.8894,10.9100
030612,20121231,2012,INDL,C,D,STD,AMEDISYS INC,USD,730.5950,31.0870,-83.5880,1.6100,1487.9050,A,351.4945,11.3068
030612,20131231,2013,INDL,C,D,STD,AMEDISYS INC,USD,726.4060,32.5390,-96.1780,0.3300,1249.3440,A,476.0456,14.6300
030612,20141231,2014,INDL,C,D,STD,AMEDISYS INC,USD,669.7420,33.5950,12.7760,0.7500,1204.5540,A,986.0133,29.3500
030612,20151231,2015,INDL,C,D,STD,AMEDISYS INC,USD,685.0850,33.6070,-3.0210,1.4800,1280.5410,A,1321.4272,39.3200
030612,20161231,2016,INDL,C,D,STD,AMEDISYS INC,USD,734.0290,33.5970,37.2610,1.6500,1436.3050,A,1432.2401,42.6300
030612,20171231,2017,INDL,C,D,STD,AMEDISYS INC,USD,813.4820,33.9650,30.3010,2.3300,1540.1860,A,1790.2952,52.7100
030612,20181231,2018,INDL,C,D,STD,AMEDISYS INC,USD,717.1180,31.9740,119.3460,3.8000,1664.2650,A,3744.4751,117.1100
030614,20101231,2010,INDL,C,D,STD,ENERGY FOCUS INC,USD,20.3740,23.9620,-8.5170,-0.3700,35.1290,A,22.7639,0.9500
030614,20141231,2014,INDL,C,D,STD,ENERGY FOCUS INC,USD,19.4960,9.4240,-5.8450,-0.3900,28.9620,A,46.4603,4.9300
030614,20151231,2015,INDL,C,D,STD,ENERGY FOCUS INC,USD,55.7020,11.6490,8.7800,0.9200,64.4030,A,160.1738,13.7500
030614,20161231,2016,INDL,C,D,STD,ENERGY FOCUS INC,USD,34.9780,11.7110,-16.8870,-1.3700,30.9980,A,49.7718,4.2500
030614,20171231,2017,INDL,C,D,STD,ENERGY FOCUS INC,USD,22.1510,11.8690,-11.2670,-0.8100,19.8460,A,29.0791,2.4500
030618,20100331,2009,INDL,C,D,STD,CHINDEX INTL INC,USD,170.8430,14.9280,8.2040,0.4100,171.1910,I,176.2997,11.8100
030618,20101231,2010,INDL,C,D,STD,CHINDEX INTL INC,USD,174.1730,16.4730,5.8140,0.3800,136.6760,I,271.6398,16.4900
030618,20111231,2011,INDL,C,D,STD,CHINDEX INTL INC,USD,199.3920,16.8150,3.2010,0.2100,114.3970,I,143.2638,8.5200
030618,20121231,2012,INDL,C,D,STD,CHINDEX INTL INC,USD,222.4500,17.0680,4.0920,0.2500,152.4420,I,179.2140,10.5000
030618,20131231,2013,INDL,C,D,STD,CHINDEX INTL INC,USD,244.5680,18.0970,-6.1330,-0.2700,179.3880,I,315.4307,17.4300
030622,20180131,2017,INDL,C,D,STD,YEXT INC,USD,203.4890,93.9770,-66.5650,-0.9800,170.2010,A,1132.4229,12.0500
030637,20101231,2010,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4362.4660,79.6050,54.9000,0.6600,789.8420,A,2631.7413,33.0600
030637,20111231,2011,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4295.7590,87.7990,71.4200,0.8100,726.3400,A,2343.3553,26.6900
030637,20121231,2012,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4526.0450,87.5360,40.9220,0.5200,708.8670,A,,26.1100
030637,20131231,2013,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4515.3280,88.2480,-14.9090,-0.9000,665.3070,A,1895.5670,21.4800
030637,20141231,2014,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4192.2470,89.0770,28.5670,0.3200,636.4910,A,,19.0600
030637,20151231,2015,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4063.4900,89.5840,-125.7520,-1.4100,592.5050,A,2091.7864,23.3500
030637,20161231,2016,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4296.7660,89.6970,117.2240,1.4800,633.8000,A,2603.0069,29.0200
030637,20171231,2017,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,4957.8850,89.9140,5.2340,0.0600,612.8850,A,1938.5458,21.5600
030637,20181231,2018,INDL,C,D,STD,MACK-CALI REALTY CORP,USD,5060.6440,90.3200,72.6860,0.8500,533.8680,A,1769.3688,19.5900
030640,20101231,2010,INDL,C,D,STD,METRO BANCORP INC,USD,2234.4720,13.7480,-4.3370,-0.2500,128.2010,I,151.3655,11.0100
030640,20111231,2011,INDL,C,D,STD,METRO BANCORP INC,USD,2421.2190,14.1250,0.2890,0.1100,128.2220,I,118.3675,8.3800
030640,20121231,2012,INDL,C,D,STD,METRO BANCORP INC,USD,2634.8750,14.1310,10.8940,0.7700,127.3020,I,186.8118,13.2200
030640,20131231,2013,INDL,C,D,STD,METRO BANCORP INC,USD,2781.1180,14.1570,17.2600,1.2100,129.5160,I,304.9418,21.5400
030640,20141231,2014,INDL,C,D,STD,METRO BANCORP INC,USD,2997.5720,14.2210,21.0850,1.4800,135.5030,I,368.6083,25.9200
030640,20151231,2015,INDL,C,D,STD,METRO BANCORP INC,USD,2905.3730,14.3100,20.2150,1.7000,141.5750,I,449.0478,31.3800
030646,20101231,2010,INDL,C,D,STD,NORTH CENTRAL BANCSHARES INC,USD,452.2640,1.3510,1.7050,0.8700,29.9590,I,22.5481,16.6899
030646,20111231,2011,INDL,C,D,STD,NORTH CENTRAL BANCSHARES INC,USD,433.0220,1.3570,2.6380,1.6400,27.6150,I,24.3717,17.9600
030647,20101231,2010,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,784.3250,38.3510,-15.3990,-1.3000,37.9630,A,80.5371,2.1000
030647,20111231,2011,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,665.8160,38.3630,-15.4590,-0.3300,31.7430,A,67.1353,1.7500
030647,20121231,2012,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,617.8550,38.4800,-0.5360,0.0100,28.4910,A,48.1000,1.2500
030647,20131231,2013,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,541.2480,38.7750,-7.2890,-0.1100,24.0290,A,40.3260,1.0400
030647,20141231,2014,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,632.6240,39.5100,15.7090,-0.0300,22.2000,A,64.8754,1.6420
030647,20151231,2015,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,653.5310,3.9560,2.1430,0.5500,25.2920,A,57.5598,14.5500
030647,20161231,2016,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,756.6540,3.8920,1.9300,0.4900,26.9640,A,54.6826,14.0500
030647,20171231,2017,INDL,C,D,STD,PATRIOT NATIONAL BANCORP INC,USD,852.0800,3.9000,4.1470,1.1800,34.2930,A,69.6150,17.8500
030651,20101231,2010,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,1382.2580,92.5600,44.2430,0.6300,724.9090,A,1229.1968,13.2800
030651,20111231,2011,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,1417.0300,117.0480,169.4180,1.5000,1797.2490,A,1555.5679,13.2900
030651,20121231,2012,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,1552.4160,117.8150,130.7700,1.1200,1701.4290,A,1889.7526,16.0400
030651,20131231,2013,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,3244.1330,164.2670,108.9670,1.0500,1723.5500,A,3429.8950,20.8800
030651,20141231,2014,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,5170.7130,164.7130,64.2150,0.8300,3956.4430,A,2991.1881,18.1600
030651,20151231,2015,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,4789.6020,164.7350,78.5310,0.5600,3397.4460,A,1733.0122,10.5200
030651,20161231,2016,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,4698.0170,164.6130,102.3130,0.5900,3398.1150,A,2125.1538,12.9100
030651,20171231,2017,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,4958.2250,164.6530,128.4680,0.2400,3662.2510,A,2985.1589,18.1300
030651,20181231,2018,INDL,C,D,STD,DARLING INGREDIENTS INC,USD,4889.3540,164.6610,101.4960,0.8500,3387.7260,A,3168.0776,19.2400
030655,20171231,2017,INDL,C,D,STD,ALTERYX INC,USD,291.4160,59.6350,-17.4990,-0.2800,131.6070,A,1506.9765,25.2700
030655,20181231,2018,INDL,C,D,STD,ALTERYX INC,USD,618.1670,61.3730,28.0200,0.4700,253.5700,A,,59.4700
030662,20101231,2010,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,7383.0860,3933.1950,43.0550,0.0400,2816.9920,A,6411.5012,1.6301
030662,20111231,2011,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,7495.9960,3753.2020,426.9610,0.1000,3014.5240,A,6830.8276,1.8200
030662,20121231,2012,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,9054.8430,5262.4400,3472.7020,-0.1400,3402.0400,A,15208.4516,2.8900
030662,20131231,2013,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,8844.7800,6096.2210,377.2150,0.0800,3799.0950,A,21275.8113,3.4900
030662,20141231,2014,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,8375.5090,5646.1190,493.2410,0.0900,4181.0950,A,19761.4165,3.5000
030662,20151231,2015,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,8046.6620,5147.6470,509.7240,0.1100,4570.0580,A,20950.9233,4.0700
030662,20161231,2016,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,8003.5950,4740.9470,745.9330,0.1600,5017.2200,A,21097.2142,4.4500
030662,20171231,2017,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,8329.3740,4527.7420,647.9080,0.1900,5425.1290,A,24268.6971,5.3600
030662,20181231,2018,INDL,C,D,STD,SIRIUS XM HOLDINGS INC,USD,8172.7360,4345.6060,1175.8930,0.2800,5770.6920,A,24813.4103,5.7100
030666,20101231,2010,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,21.7700,4.8930,0.4120,0.0800,17.3710,A,17.1744,3.5100
030666,20111231,2011,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,24.2870,4.8930,0.8580,0.1800,15.6620,A,14.6790,3.0000
030666,20121231,2012,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,25.4110,4.8050,1.2030,0.2800,12.5270,A,17.7305,3.6900
030666,20131231,2013,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,29.0050,4.8330,1.4230,0.3000,13.2720,A,30.3996,6.2900
030666,20141231,2014,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,30.9770,4.8700,2.1610,0.4100,15.1560,A,28.2460,5.8000
030666,20151231,2015,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,38.6790,4.9890,1.9020,0.3700,17.9390,A,35.3221,7.0800
030666,20161231,2016,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,44.8710,5.0170,2.6290,0.4200,19.4250,A,40.1862,8.0100
030666,20171231,2017,INDL,C,D,STD,WILLAMETTE VALLEY VINEYARDS,USD,59.6950,4.9650,2.9940,0.4600,20.8540,A,40.9662,8.2510
030671,20101231,2010,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,4668.8930,74.6390,194.3530,2.6200,6312.7950,A,3814.0529,51.1000
030671,20111231,2011,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,5605.9000,75.0080,343.8000,4.6000,8134.7000,A,3652.1395,48.6900
030671,20121231,2012,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,5857.7000,76.0430,403.5000,5.3900,8442.3000,A,4722.2703,62.1000
030671,20131231,2013,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,7341.0000,77.4920,321.6000,4.4500,9223.8000,A,5876.9933,75.8400
030671,20141231,2014,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,7836.6000,77.3370,371.5000,4.8900,10451.6000,A,4738.4380,61.2700
030671,20151231,2015,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,7121.6000,71.7390,311.5000,4.4700,9350.5000,A,4154.4055,57.9100
030671,20161231,2016,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,7411.3000,72.6830,304.3000,4.4100,8613.4000,A,5781.2058,79.5400
030671,20171231,2017,INDL,C,D,STD,RELIANCE STEEL & ALUMINUM CO,USD,7751.0000,72.6100,613.4000,5.6000,9721.0000,A,6229.2119,85.7900
